word,vector
7212,"[-0.09261491149663925,-0.04353451728820801,-0.12065936625003815,0.09978384524583817,0.024316785857081413]"
41569,"[-0.4285736083984375,-0.058999937027692795,-0.03123508207499981,-0.06584830582141876,-0.05495291203260422]"
69712,"[-0.08863082528114319,0.08408277481794357,-0.050768256187438965,0.08034348487854004,0.03554219752550125]"
4016,"[-0.01644097827374935,0.047172095626592636,-0.11444570869207382,-0.1335901916027069,-0.2630466818809509]"
2268,"[-0.3445926308631897,-0.3063645362854004,0.07415425777435303,0.02799418941140175,-0.0005612667882815003]"
142444,"[-0.08851735293865204,0.013839568011462688,-0.12402612715959549,0.02985004149377346,-0.045215293765068054]"
2445,"[-0.07836265116930008,-0.04223964735865593,-0.08175485581159592,0.09638822823762894,0.04205244779586792]"
3795,"[-0.08411785960197449,0.026576614007353783,-0.0037464704364538193,0.07090412080287933,0.02404402382671833]"
118985,"[-0.062484655529260635,-0.07066155225038528,-0.15995842218399048,-0.04793369397521019,-0.11352831870317459]"
82,"[-0.17628423869609833,-0.044213686138391495,-0.058580707758665085,-0.05487340688705444,-0.02194974571466446]"
8937,"[-0.058127015829086304,-0.009098704904317856,-0.1157195195555687,0.017224255949258804,0.02565636672079563]"
147328,"[-0.1614362597465515,-0.03239717334508896,-0.2423524260520935,0.02457796409726143,-0.12737300992012024]"
2881,"[-0.18896126747131348,-0.11514029651880264,-0.03103347308933735,0.15769395232200623,-0.04173896834254265]"
5434,"[-0.17991596460342407,0.0684373676776886,-0.20578506588935852,-0.028221309185028076,-0.06452929228544235]"
876,"[0.10450524091720581,-0.015784719958901405,-0.021689271554350853,0.09654945880174637,-0.0003156079910695553]"
27373,"[0.04477136954665184,0.05980699136853218,0.07845153659582138,-0.01641015335917473,0.0019429721869528294]"
1376,"[-0.07640563696622849,-0.20743140578269958,0.33597227931022644,-0.006929595489054918,-0.1611613780260086]"
27912,"[-0.18881207704544067,0.07122498005628586,-0.10787885636091232,-0.10989543050527573,-0.07109056413173676]"
8809,"[-0.03507468104362488,-0.003939535468816757,0.05834191292524338,0.01608330011367798,-0.05779024213552475]"
6858,"[0.07005631923675537,-0.07612467557191849,-0.054368555545806885,0.07567576318979263,-0.039537183940410614]"
2373,"[-0.18302811682224274,0.039477504789829254,-0.026220889762043953,0.08408733457326889,-0.08279532939195633]"
596,"[0.5744245648384094,-0.02748996764421463,0.08587529510259628,-0.1906905323266983,0.45728859305381775]"
49932,"[-0.21649643778800964,0.014506224542856216,-0.0019915085285902023,0.0584213025867939,0.08651481568813324]"
2726,"[-0.19575135409832,-0.07970626652240753,-0.03051403909921646,0.011938562616705894,-0.09663909673690796]"
5874,"[0.019097760319709778,0.11451342701911926,0.13743636012077332,0.11443263292312622,-0.04957956075668335]"
31925,"[-0.13475212454795837,0.007806506939232349,-0.07696221023797989,-0.003353474661707878,-0.030857760459184647]"
5225,"[0.06164974719285965,0.2219199240207672,-0.1253734529018402,-0.08796168863773346,-0.19560368359088898]"
2321,"[-0.27921655774116516,-0.15067097544670105,0.008748148567974567,0.11840558797121048,-0.10486393421888351]"
36519,"[-0.02457824908196926,0.0349869579076767,-0.04600006341934204,0.0942036435008049,0.03635341674089432]"
6,"[1.1113790273666382,-0.5759661197662354,-0.15771520137786865,0.15307387709617615,0.13989639282226562]"
413,"[0.10503879934549332,-0.1548844873905182,-0.08901385962963104,-0.16978712379932404,0.08676651120185852]"
5537,"[-0.02608698233962059,-0.0668872818350792,0.02154582366347313,-0.03865182399749756,0.037077076733112335]"
1552,"[-0.04153159260749817,-0.1514964997768402,0.2926540970802307,-0.1106782853603363,-0.12627120316028595]"
92494,"[-0.05287353694438934,0.08125685155391693,-0.03414514288306236,0.040429722517728806,-0.08509740233421326]"
3725,"[0.021213004365563393,0.029346559196710587,0.07006154954433441,-0.0007015136070549488,0.03149762749671936]"
1099,"[0.07190171629190445,-0.03610270842909813,0.04178223758935928,0.10580208897590637,0.028951164335012436]"
103602,"[-0.030550507828593254,0.06118512153625488,-0.10805973410606384,0.04630101099610329,-0.09154272079467773]"
8622,"[-0.35353562235832214,0.09310705959796906,-0.08917827159166336,0.09652435779571533,-0.04832490533590317]"
5237,"[0.021866515278816223,0.08745823055505753,-0.06051943823695183,-0.021832570433616638,-0.0851123109459877]"
3372,"[-0.012057089246809483,0.010781994089484215,-0.04980853945016861,-0.007591430097818375,-0.020973537117242813]"
175435,"[-0.24281001091003418,-0.041817475110292435,-0.24199290573596954,-0.03602639213204384,-0.10443408787250519]"
3056,"[0.006600602064281702,0.07236507534980774,0.015885498374700546,-0.011831721290946007,0.07118678092956543]"
96655,"[0.0020526719745248556,0.06283126026391983,0.049542590975761414,0.09874937683343887,-0.057569246739149094]"
2111,"[-0.0675300657749176,0.03660046309232712,-0.09206026047468185,-0.013737162575125694,0.028493672609329224]"
2836,"[-0.06009610369801521,-0.08029782027006149,-0.035188909620046616,0.02535557746887207,0.04346630722284317]"
7364,"[-0.12887202203273773,0.01698966696858406,-0.08424690365791321,-0.03434254229068756,-0.009432917460799217]"
2054,"[-0.08357098698616028,-0.003929072991013527,-0.12844088673591614,0.05705803260207176,0.018215108662843704]"
6689,"[-0.12904872000217438,0.07050880044698715,0.013506291434168816,-0.095602847635746,-0.1042514368891716]"
54648,"[-0.01809234358370304,-0.010277588851749897,0.023681599646806717,0.027210576459765434,-0.010201780125498772]"
7698,"[-0.2375669926404953,-0.01708916947245598,-0.21516263484954834,-0.08272240310907364,-0.07564632594585419]"
3618,"[0.030940106138586998,0.1078302264213562,0.03594841808080673,0.07412084192037582,-0.002897893078625202]"
102123,"[-0.17466168105602264,-0.06104940548539162,-0.322537362575531,-0.009656154550611973,-0.09985347092151642]"
1895,"[-0.19937048852443695,-0.11543801426887512,-0.07541704177856445,-0.035347118973731995,0.008177941665053368]"
48520,"[-0.1420469433069229,-0.020938558503985405,0.003194458782672882,0.0706343874335289,-0.053903978317976]"
26394,"[-0.08988481014966965,-0.05164460092782974,0.016995176672935486,0.004388372413814068,0.0728745386004448]"
92643,"[-0.04457267001271248,0.08476167917251587,-0.14198657870292664,-0.05282958969473839,-0.12492294609546661]"
1320,"[-0.1858641505241394,-0.252483069896698,0.26003211736679077,-0.19518430531024933,0.0037038451991975307]"
1541,"[-0.010333935730159283,-0.0939968004822731,-0.027085812762379646,0.07831643521785736,0.02454911544919014]"
4033,"[-0.14788341522216797,-0.04487412050366402,-0.17410141229629517,-0.11918635666370392,-0.2530376613140106]"
90345,"[-0.08527137339115143,0.03996499255299568,-0.016363177448511124,0.10623571276664734,0.055185653269290924]"
383,"[0.0021943794563412666,-0.17169170081615448,-0.007788592949509621,-0.11815614253282547,0.02682088501751423]"
532,"[-0.07827699184417725,-0.1483929455280304,-0.04737125709652901,-0.13415098190307617,0.06931909918785095]"
8025,"[-0.06898398697376251,-0.056033551692962646,-0.15636344254016876,-0.06976749002933502,-0.054293885827064514]"
241,"[0.00047975266352295876,-0.0498124435544014,-0.08719874173402786,-0.03812052309513092,0.034956011921167374]"
117533,"[-0.20408231019973755,-0.06410573422908783,-0.1958613246679306,-0.11286700516939163,-0.022977536544203758]"
36,"[0.8306608200073242,-0.4151996970176697,-0.20428158342838287,0.1627388894557953,0.25251343846321106]"
43836,"[-0.09184965491294861,0.06986728310585022,-0.09871195256710052,-0.03686894103884697,0.04356403276324272]"
6143,"[0.06791526824235916,0.02042222209274769,0.06541211903095245,0.055199481546878815,-0.06638467311859131]"
968,"[0.016349617391824722,0.026529643684625626,0.24814601242542267,0.1271880865097046,0.29065898060798645]"
32291,"[-0.061958231031894684,-0.04082849249243736,0.07150252163410187,0.0897282212972641,0.017601411789655685]"
59727,"[-0.07993810623884201,0.013795522041618824,0.047692954540252686,-0.013556701131165028,0.04893416538834572]"
2541,"[-0.2524809241294861,0.050869669765233994,0.04481456056237221,0.09152019023895264,-0.0402110256254673]"
4815,"[0.06556742638349533,0.07916710525751114,-0.03490254282951355,0.00030165049247443676,0.02416001260280609]"
3740,"[-0.23238563537597656,0.1449279934167862,-0.1958799660205841,0.06980711966753006,-0.21715614199638367]"
4963,"[0.08007058501243591,0.5181843042373657,-0.04985169321298599,-0.49322694540023804,-0.6368194222450256]"
62956,"[-0.09481345117092133,0.02438480034470558,-0.1493643820285797,-0.046960968524217606,-0.15548771619796753]"
126548,"[-0.2809482216835022,-0.02083238586783409,-0.3510412275791168,-0.06377303600311279,-0.1800335943698883]"
54354,"[0.04210532829165459,-0.020210331305861473,-0.04812868312001228,-0.028638362884521484,-0.07378624379634857]"
5107,"[-0.2960931062698364,0.10813800990581512,-0.3092207610607147,0.007538986392319202,-0.06682883203029633]"
6216,"[-0.10731300711631775,0.03852735459804535,-0.03838277980685234,-0.0651751458644867,-0.0949757918715477]"
5445,"[-0.010350203141570091,0.5535070896148682,-0.17087717354297638,-0.08369047194719315,-0.36736100912094116]"
102903,"[-0.384901762008667,0.004159462638199329,-0.2836884558200836,0.08728587627410889,-0.09534566104412079]"
906,"[0.13028191030025482,-0.040261514484882355,0.006065500900149345,0.05663904547691345,0.0542057640850544]"
2384,"[-0.2302151769399643,-0.11008548736572266,-0.0763065293431282,0.06494146585464478,-0.10076355189085007]"
104879,"[-0.32275038957595825,-0.08785326033830643,-0.22801215946674347,0.04180183261632919,-0.20402750372886658]"
68205,"[0.07906854152679443,0.1282888948917389,-0.06027880311012268,0.11767206341028214,0.07504546642303467]"
8119,"[0.060622986406087875,0.14055047929286957,-0.0493549183011055,0.0023045483976602554,-0.09092678874731064]"
136503,"[-0.10859881341457367,0.0866449847817421,-0.07298218458890915,-0.03149089962244034,-0.03679225966334343]"
1343,"[-0.17533452808856964,-0.08585338294506073,0.2196689248085022,-0.07767362892627716,-0.09398847073316574]"
4022,"[-0.008363443426787853,0.08059384673833847,-0.07182038575410843,-0.15056630969047546,-0.6481236815452576]"
166203,"[-0.14797548949718475,0.04719214141368866,-0.1618163138628006,0.07975946366786957,-0.07536745071411133]"
2585,"[-0.1615580916404724,0.00017861928790807724,-0.022454578429460526,-0.01608278416097164,-0.04448824003338814]"
6373,"[-0.03583633527159691,0.4019262194633484,0.011288183741271496,0.12366124987602234,-0.1579839140176773]"
1088,"[-0.05265580862760544,-0.15538960695266724,0.2947061061859131,-0.01176401786506176,0.33742770552635193]"
102760,"[0.018112123012542725,-0.012372948229312897,-0.10952511429786682,-0.05527982488274574,0.09677772969007492]"
6816,"[-0.060152988880872726,0.05838967114686966,-0.06416785717010498,-0.06965351849794388,-0.054668642580509186]"
1,"[1.078783631324768,-0.8054355978965759,-0.21398575603961945,0.21075376868247986,0.10173846781253815]"
4422,"[-0.14396455883979797,-0.005639087874442339,-0.0654793307185173,-0.0967865064740181,0.008284911513328552]"
2956,"[-0.022090913727879524,-0.0232265405356884,0.06299131363630295,-0.07530097663402557,-0.01781374216079712]"
98154,"[-0.0384170301258564,0.009918722324073315,0.02369208261370659,0.09801960736513138,-0.046065554022789]"
112334,"[0.015371541492640972,0.07078973203897476,-0.08513668924570084,0.014485999010503292,-0.08638280630111694]"
6935,"[0.01876010373234749,-3.386475145816803e-05,0.03502925485372543,-0.07719672471284866,-0.02674388885498047]"
788,"[0.14947845041751862,-0.008870379067957401,0.21312767267227173,-0.04602057486772537,0.2520284354686737]"
87234,"[-0.1608911156654358,0.05369589850306511,-0.14171606302261353,-0.03278031572699547,-0.1445840299129486]"
148881,"[-0.029727088287472725,-0.0040016258135437965,-0.0013545267283916473,-0.06198916211724281,0.06252197176218033]"
93563,"[-0.16081835329532623,0.06442650407552719,-0.03978556767106056,-0.06052761897444725,-0.02754562720656395]"
109578,"[0.05648840218782425,0.06821755319833755,-0.01746249571442604,0.08082236349582672,-0.07862255722284317]"
2021,"[0.054049793630838394,0.06070227175951004,-0.09518276900053024,0.016177145764231682,-0.08367273211479187]"
82169,"[-0.0589727945625782,0.013119982555508614,-0.014578772708773613,0.013254953548312187,-0.059707675129175186]"
8254,"[-0.3154468536376953,-0.06443161517381668,-0.23159219324588776,-0.11168447881937027,-0.02790878713130951]"
55577,"[-0.09206452965736389,0.01084533054381609,0.03306441009044647,-0.07788342982530594,-0.03898920118808746]"
88163,"[-0.49694201350212097,0.22449536621570587,-0.23861390352249146,0.19506989419460297,-0.015835938975214958]"
7361,"[-0.16217346489429474,0.29004809260368347,-0.17172813415527344,0.3286599814891815,-0.46357274055480957]"
95167,"[-0.3061389923095703,0.11011222749948502,-0.1495283842086792,0.14712922275066376,-0.1446445882320404]"
6952,"[-0.06884009391069412,0.011891856789588928,0.021319206804037094,0.07844860106706619,0.048142965883016586]"
26052,"[-0.12799109518527985,0.1348937451839447,-0.17381973564624786,0.0747755840420723,-0.019717825576663017]"
3989,"[-0.0039367396384477615,0.0621558353304863,-0.04372543469071388,0.03217213973402977,0.05064428597688675]"
4840,"[0.057169947773218155,-0.04019983857870102,0.01070671621710062,-0.011357211507856846,-0.07666376233100891]"
5529,"[-0.06309641897678375,-0.06337456405162811,-0.023713022470474243,0.0052139656618237495,-0.0888705849647522]"
1631,"[-0.08657461404800415,0.01946147158741951,-0.0023274882696568966,-0.031674824655056,-0.0992770865559578]"
490,"[-0.02762315794825554,0.018034646287560463,0.042363300919532776,-0.01684631034731865,0.05747401714324951]"
2996,"[-0.0421021431684494,-0.03954126685857773,-0.0905257910490036,-0.012194313108921051,0.0032388954423367977]"
153408,"[-0.19474337995052338,-0.01825040578842163,-0.06292399764060974,-0.0864967405796051,-0.09118469804525375]"
1727,"[0.09422164410352707,-0.024652060121297836,-0.06913278251886368,-0.06799577921628952,0.058306265622377396]"
4887,"[-0.0017765213269740343,0.07492604106664658,0.06585454195737839,-0.11337408423423767,-0.04176022857427597]"
6918,"[-0.10401202738285065,0.048515550792217255,-0.10957659780979156,0.07480935007333755,-0.1056763306260109]"
300,"[0.8122989535331726,-0.9803155660629272,-0.6272038817405701,-0.2493790090084076,0.09314348548650742]"
83369,"[-0.0719846859574318,0.059637900441884995,-0.0785234123468399,0.03526710346341133,0.05470886453986168]"
5690,"[-0.14453788101673126,0.1434713751077652,-0.3759163022041321,-0.10088793188333511,-0.10235030204057693]"
34450,"[-0.10548083484172821,0.07979229092597961,-0.03795561194419861,0.03202127665281296,0.052234798669815063]"
5971,"[-0.15082494914531708,0.3255113959312439,-0.04645058140158653,-0.026031916961073875,-0.32734718918800354]"
2617,"[-0.5741029381752014,-0.11614874750375748,0.20795473456382751,0.1313697099685669,-0.004999341908842325]"
2435,"[0.058482181280851364,0.03129110857844353,-0.07063931226730347,-0.09582453221082687,0.038283199071884155]"
67788,"[-0.09516528248786926,0.07794796675443649,0.0010501877404749393,-0.016724802553653717,-0.0743725448846817]"
348,"[0.43903592228889465,-0.5330584049224854,-0.2838561534881592,-0.40731003880500793,-0.08569511026144028]"
5291,"[-0.11687302589416504,0.1990223377943039,-0.19158808887004852,0.012964039109647274,-0.1441671997308731]"
938,"[-0.08458156883716583,0.00369911827147007,-0.037597738206386566,-0.02958887815475464,-0.008533293381333351]"
4873,"[0.014547438360750675,0.10227860510349274,-0.017391931265592575,-0.047349508851766586,-0.1477925032377243]"
3967,"[-0.20836225152015686,0.1702769696712494,-0.18686941266059875,-0.16305957734584808,-0.3512515127658844]"
25947,"[-0.009460913948714733,-0.0449402816593647,0.016550784930586815,-0.010555782355368137,-0.05665454640984535]"
2088,"[-0.09153874963521957,-0.020982526242733,-0.1208011656999588,0.06055505573749542,0.05436981841921806]"
3440,"[0.08378999680280685,-0.051219549030065536,-0.0007430574623867869,-0.026227420195937157,0.031574565917253494]"
1371,"[-0.20600758492946625,-0.06602416932582855,0.17811182141304016,-0.02209104411303997,0.002650441601872444]"
49917,"[0.01305194478482008,-0.0056180693209171295,0.08638491481542587,0.03382038697600365,0.08271792531013489]"
737,"[0.07558229565620422,-0.01010980922728777,-0.07485498487949371,-0.014251315034925938,0.020759079605340958]"
3109,"[-0.09390348196029663,0.06361031532287598,-0.07482738792896271,0.12258356064558029,-0.020258460193872452]"
